Player;Hands;VPIP;PFR;PFR/VPIP;3Bet PF;CBet F;Flop AF;Flop AFq;Fold to F CBet;Fold to F Bet;CBet T;Turn AF;Turn AFq;Fold T Bet;River AF;River AFq;Fold R Bet;Att To Steal (LP);Fold to Steal;3Bet Steal;3Bet Steal (SB);3Bet Steal (BB);Total AF;Total AFq;WSD;WTSD %;WWSF;Call R & WSD;Bet R & WSD;BB/100;My C Won;Call PF 3Bet;Limp;3Bet F XR;3Bet R;4Bet PF;3Bet BB v SB;XR Flop;XR River;XR Turn;Limp/Raise;Raise F CBet;Raise F CBet (3B);Raise F CBet (non-3B);Raise F Float;Raise First;Raise R CBet;Raise T CBet;Stole;Bet R;Call R Bet;Call R XR;CBet R;Fold R Bet;Fold to R 2Bet;Fold to R 3Bet;Fold to R 4Bet+;Fold to R XR;Fold to R Donk;CBet R & Fold;Raise R CBet;Call R Eff;Saw River;Saw River %;WSDWRR;Bet R & WSD;CBet T & Fold;CBet T & Fold (3B);CBet T & Fold (non-3B);Fold to T CBet;Fold to T XR;Raise T CBet;WSDWRT
pokerboss24000;12;50;33.33;66.67;0;100;1;33.33;100;100;;;;;;100;;25;100;0;;0;2;50;100;50;50;;100;15;7.35;0;12.5;0;;0;;0;;;0;0;;0;;50;;;50;100;;;;;;;;;;;;0;1;100;;100;;;;;;;
DJ AuGuR;12;45.45;18.18;40;0;100;0.5;33.33;0;0;;;0;100;;100;;25;50;0;0;0;1;33.33;100;25;50;;100;1.5;0.18;0;0;;;0;;0;;0;;0;;0;;40;;0;0;100;;;;;;;;;;;;0;1;33.33;;100;;;;100;;0;
PokerKai;12;18.18;0;0;0;;1;50;0;0;;0;0;50;;;;0;50;0;0;0;0.5;25;0;50;0;;;-37.5;-18;;0;;;;0;;;;;100;;100;;0;;0;;0;;;;;;;;;;;;0;1;50;;;;;;0;;0;
pokerkid646;12;25;16.67;66.67;25;100;2;66.67;0;0;100;1;50;0;0;0;0;0;50;0;0;0;1;50;100;66.67;100;100;;96.25;4.62;;0;;;;;0;0;0;;0;;0;;0;0;0;;0;100;;0;0;;;;;;;0;2.98;2;100;;;;;;0;;0;
naspirkataa;12;40;20;50;0;100;3;75;0;0;0;;50;100;;;;20;33.33;0;0;0;4;66.67;0;50;25;;;-32.72;-31.41;;0;;;;0;0;;0;;50;;50;;33.33;;0;0;0;;;;;;;;;;;;0;2;66.67;;;;;;100;;0;
jimis2828;12;66.67;41.67;62.5;40;75;1;44.44;33.33;20;100;1;40;33.33;1;50;0;0;0;100;;100;1;44.44;50;50;50;0;100;-7.33;-1.76;50;14.29;;;50;;0;0;0;0;33.33;0;50;;33.33;;;0;66.67;100;;100;0;;;;;;;;0;4;80;;100;;;;;;;
yayaya;12;18.18;18.18;100;0;;1;50;0;0;;0;0;0;;0;100;20;100;0;0;;0.5;25;;0;0;;;-37.5;-18;33.33;0;;;0;;100;0;0;;100;100;;;28.57;0;0;50;0;0;;;100;;;;;;;0;0;1;100;;;;;;0;;0;
Chappie;12;63.64;27.27;42.86;0;66.67;3;60;50;50;100;;50;100;;100;;100;;;;;7;63.64;0;28.57;28.57;;0;-74.71;-35.86;0;33.33;;;50;;;;;0;0;;0;;25;;0;0;100;;;100;;;;;;;;;0;2;50;;0;;;;100;;0;
vikken;12;36.36;18.18;50;25;0;0;0;;0;;0;0;66.67;;;;0;100;0;0;;0;0;0;33.33;0;;;-47.92;-11.5;0;28.57;;;0;;;;;0;;;;;16.67;;;;0;;;;;;;;;;;;0;1;33.33;;;;;;;;;
kmpk90;12;18.18;9.09;50;0;;0;0;0;0;;;100;;;100;;0;66.67;0;0;0;2;66.67;;0;100;;;13;3.12;50;0;;;0;;0;;;;0;0;;;20;;;0;100;;;;;;;;;;;;0;1;50;;;;;;;;;
Namepo;12;40;30;75;20;100;;50;;;;;;;;;;50;75;25;33.33;0;;50;;0;33.33;;;-24.52;-23.54;;0;;;;;0;;;;;;;;40;;;50;;;;;;;;;;;;;0;0;;;;;;;;;;
vladimir12335;12;33.33;9.09;25;12.5;;1.5;60;0;0;;;100;0;;100;;;33.33;0;0;0;4.5;81.82;25;100;25;;0;-128.81;-92.74;100;0;;;;;0;;;;50;100;0;;0;;;;66.67;;;;;;;;;0;;;0;4;100;;0;;;;;;;0
HATE812;12;18.18;9.09;50;0;100;;100;;;;;100;;;100;;0;100;0;0;;;100;;0;100;;;36.35;17.45;;0;;;;;;;;;;;;;20;;;;100;;;;;;;;;;;;0;1;100;;;;;;;;;
Targaryen48;12;27.27;18.18;66.67;0;100;;66.67;0;0;;;;;;;;0;0;0;;0;;66.67;;0;50;;;2.29;0.55;;0;0;;;;100;;;;100;;100;;33.33;;;;;;;;;;;;;;;;0;0;;;;;;;;;;
soybaba;12;36.36;27.27;75;40;;0.5;33.33;0;0;;;;;;100;;0;0;100;100;100;1.5;60;50;50;75;;100;65.21;62.6;100;0;;;0;;0;;;;33.33;50;0;;16.67;;;;100;;;;;;;;;;;;0;3;100;;100;;;;;;;
bigtim122;12;27.27;18.18;66.67;0;;;100;0;0;;;;;;0;100;66.67;50;0;0;0;;50;100;50;50;;;15.42;14.8;0;0;;;50;;100;0;;;100;;100;;33.33;;;50;0;0;;;100;;;;;;;;0;2;100;;;;;;;;;
LetsSplitPot;12;54.55;45.45;83.33;16.67;100;1;25;50;66.67;100;1;50;0;;0;100;66.67;50;50;100;0;1;28.57;100;20;40;;;36.25;17.4;33.33;0;;;50;;0;0;0;;0;0;;;80;;;0;0;0;;;100;;;;;;;;0;2;66.67;;;;;;;;;
Lance84;12;41.67;33.33;80;25;100;1.5;60;0;0;50;2;66.67;0;1;50;0;33.33;66.67;0;0;0;1.4;58.33;25;80;40;0;100;-34.27;-16.45;50;0;;;0;;100;;;;33.33;0;100;;60;0;0;0;66.67;100;;100;0;;;;;;;0;0;5;100;;100;;;;0;;0;
mejillon;12;41.67;16.67;40;0;100;3;50;100;100;;0;0;0;0;0;0;33.33;100;0;0;;1;37.5;0;20;40;0;;-57.08;-6.85;50;28.57;0;;50;;0;;;0;0;0;0;;28.57;;;0;;100;;;0;;;;;;;;0;1;100;;;;;;;;;
Andrej82;12;27.27;18.18;66.67;0;0;0;0;0;0;;;100;;;0;100;25;100;0;0;;1;33.33;;0;50;;;-7.34;-7.05;0;0;;;0;;0;;;;0;;0;;28.57;;;100;;0;;;100;;;;;;;;0;1;50;;;;;;;;;
rambo-2;12;75;16.67;22.22;0;50;4;57.14;50;50;100;3;75;0;;50;100;0;;;;;4;61.54;33.33;33.33;44.44;;;-10.58;-2.54;;44.44;;;;;0;0;;0;50;;50;;20;;;;20;0;;0;100;;;;;;;;0;5;71.43;;;;;;;;;
rallf21;12;60;60;100;25;0;;100;;0;;;66.67;50;;100;0;50;100;0;;0;;83.33;0;50;0;;;-91.17;-21.88;0;0;;;33.33;0;;;;;;;;;83.33;;;20;;0;;;0;;;;;0;;;0;1;50;0;;;;;;;;0
OkOkTwin;12;50;50;100;25;66.67;;100;;;;;100;0;;33.33;100;100;;;;;;66.67;0;33.33;33.33;;;-144.96;-34.79;0;0;;;50;;;;;;;;;;100;;;33.33;100;0;;;100;;;;;;;;0;5;100;;;;;;;;;
DanielKr;11;45.45;45.45;100;50;100;5;83.33;0;0;50;2;50;;0.5;33.33;0;0;0;100;;100;2;61.54;100;60;80;100;100;97.25;42.79;50;0;0;;0;;100;0;;;100;100;;;50;;;0;50;100;;;0;;;;;;;;7.64;3;75;;100;0;0;;;;;
Potz;11;27.27;18.18;66.67;0;100;1;33.33;0;50;;;100;;;;;33.33;50;0;0;0;2;50;;0;66.67;;;13.45;5.92;;0;;;;0;;;;;0;;0;;28.57;;;0;;;;;;;;;;;;;0;0;0;;;;;;;;;
jdentremont;11;45.45;45.45;100;33.33;100;4;80;;0;100;1;33.33;0;;100;;66.67;0;100;;100;3;66.67;0;20;60;;0;-33.93;-14.93;0;0;;;0;;;;;;;;;;50;;;0;100;;;;;;;;;;;;0;1;50;;0;100;;100;;;;
Mesmo2227;11;54.55;27.27;50;16.67;33.33;1.5;50;50;50;100;1;50;0;1;50;0;0;;;;;1.14;50;0;50;33.33;0;0;-46.41;-10.21;50;60;;0;100;;0;0;0;66.67;0;;0;;0;0;0;;75;100;;100;0;0;;;;0;;0;0;5;100;;0;;;;0;;0;
Biere Froide;11;72.73;54.55;75;20;100;1;42.86;25;25;66.67;;66.67;100;0.25;20;0;66.67;0;0;;0;0.86;40;40;71.43;28.57;25;100;-50.18;-11.04;100;0;;;0;;0;0;0;;0;0;0;;83.33;;0;0;33.33;100;;0;0;;;;;;;;1.5;5;83.33;;100;;;;100;;0;
Toreadorgr;11;81.82;45.45;55.56;25;50;1;37.5;20;20;100;1.5;50;25;0.5;33.33;0;50;0;0;0;;1;41.18;20;62.5;12.5;0;0;-149.59;-32.91;75;0;;;0;;50;0;50;;40;33.33;50;;80;0;50;0;33.33;100;;0;0;;;;;;;0;0;5;83.33;;0;;;;0;;50;0
Pannochka;11;36.36;0;0;0;;0.5;20;0;50;;0;0;0;;0;100;0;33.33;0;0;0;0.33;14.29;;0;0;;;-54.73;-12.04;0;20;;;0;0;0;0;0;0;0;;0;;0;;;;0;0;;;100;;;;;;;;0;1;100;;;;;;;;;
happyyak;11;18.18;9.09;50;0;100;2;50;;50;0;0;0;0;1;50;0;0;100;0;0;;1;42.86;0;66.67;0;0;0;-75;-33;0;20;100;;0;;0;;;;;;;;20;;;;100;100;;;0;;;;;;;;0;2;100;;0;;;;;;;
lonnie1;11;54.55;9.09;16.67;0;100;0.67;28.57;40;40;;1;50;0;1;50;0;50;0;0;0;;0.83;38.46;25;66.67;16.67;0;100;-21.82;-4.8;50;40;0;;0;;50;;;0;20;0;33.33;;25;;100;0;33.33;100;;;0;;;;;;;;0;4;100;;100;;;;0;;100;100
WoodMagician;11;27.27;0;0;0;;0.25;20;0;0;;0;0;50;0;0;50;0;100;0;0;;0.14;10;0;33.33;0;0;;-88.64;-3.9;;16.67;;;;;;;;0;0;;0;;0;;0;;;50;;;50;;;;;;;;0;2;66.67;;;;;;100;;0;
JokepStar;11;45.45;27.27;60;33.33;;1;50;0;0;;1;50;0;0.5;33.33;0;0;;;;;0.75;42.86;75;80;80;50;;241.41;53.11;0;12.5;;;100;;;;;;0;;0;;40;0;0;;100;100;;;0;;;;;0;;0;3.96;5;100;;;;;;0;;0;
Jake Enever;10;50;10;20;0;100;1;40;0;0;0;0;0;50;;;;50;33.33;0;0;0;0.67;28.57;66.67;60;40;;;-6.3;-1.26;;0;;;;;33.33;;0;;33.33;;33.33;;25;;0;0;0;;;;;;;;;;;;0;3;75;;;;;;50;;0;
Edoryu;10;30;10;33.33;20;100;0.33;25;0;0;;;50;66.67;;100;;0;0;100;100;;1.33;44.44;100;33.33;33.33;;100;67.55;13.51;;0;;;;;0;;0;;0;;0;;0;;0;;100;;;;;;;;;;;;0;1;33.33;;100;;;;100;;0;100
ShARkiE1975;10;20;20;100;50;0;0;0;0;33.33;;;0;;;;;33.33;;;;;0;0;;0;0;;;-52.5;-10.5;100;0;;;0;;0;;0;;0;0;;;16.67;;;0;;;;;;;;;;;;;0;0;0;;;;;;;;;
ifilgoodx;10;20;10;50;0;;;50;;;;;;;;;;0;100;0;;0;;50;;0;0;;;-22.5;-0.9;0;20;;;0;;;;;;;;;;25;;;;;;;;;;;;;;;;0;0;;;;;;;;;;
DmitrySBond;10;60;30;50;14.29;100;1;25;0;50;;;0;100;;;;100;66.67;33.33;0;50;1;20;0;25;0;;;-74.5;-2.98;50;33.33;;;25;100;;;;;0;0;;;66.67;;0;0;;;;;;;;;;;;;0;1;50;;;;;;100;;0;
7riverboat2;10;40;30;75;25;100;;100;0;0;;;100;;2;66.67;;33.33;0;50;100;0;6;85.71;100;33.33;100;100;100;34.8;6.96;;0;;100;;;100;;;;100;;100;;33.33;;;50;100;;;;;0;;0;;;;;0;1;100;100;100;;;;;;;
afghan herat;10;40;40;100;50;75;3;75;;;0;1;50;0;;50;50;50;0;100;;100;2.5;62.5;100;25;75;;;44.37;17.75;;0;;;;;;100;0;;;;;;40;;;0;0;0;;;50;;;;;;;;0;2;66.67;100;;;;;;;;
S@LG@DO;10;10;0;0;0;;;;;;;;;;;0;100;0;75;0;0;0;;0;;0;0;;;-14.22;-5.69;;0;;;;;;0;;;;;;;0;;;;0;0;;;100;;;;;;;;0;1;100;;;;;;;;;
jin lee77;10;30;10;33.33;0;;0;0;0;0;;;0;100;;;;0;;;;;0;0;100;50;50;;;9.95;1.99;;0;;;;;0;;0;;0;;0;;25;;;;0;;;;;;;;;;;;0;1;50;;;;;;;;;
Poolik89;9;44.44;33.33;75;20;100;;75;0;0;100;;100;;;100;0;50;0;100;;100;;88.89;33.33;75;25;;0;-81.39;-14.65;100;0;0;;0;100;100;;;;100;;100;;50;;;0;50;0;;;0;;0;;;0;;;0;3;100;100;0;;;;;;;
Adnromeda;9;37.5;25;66.67;0;100;;50;100;100;100;;100;;;100;;0;66.67;0;0;0;;75;100;50;50;;100;51.11;4.6;0;0;;;100;0;0;;;;0;;0;;33.33;;;100;100;;;100;;;;;;;;;0;1;100;;100;;;;;;;
DrAnubis;9;57.14;14.29;25;0;0;;66.67;50;50;;;66.67;100;;;;0;0;0;;0;;66.67;100;50;50;;;157.88;1136.75;;20;;;;0;50;;;;50;;50;;20;;;0;;;;;;;;;;;;;0;2;66.67;;;;;;;;;100
SIMBON;9;44.44;22.22;50;0;100;0.5;33.33;0;0;;1;50;0;;0;100;50;50;0;0;;0.67;33.33;100;25;75;;;26.89;5.92;50;20;;;0;;0;;;0;0;0;0;;40;0;0;0;0;0;;;100;;;;;;;0;0;2;66.67;;;;;;0;;0;
GBH@ISLANDS;9;25;0;0;0;;1;50;0;0;;1;50;0;;100;;0;100;0;0;;1.5;60;50;100;50;;100;-2.78;-0.5;0;50;;;0;;0;;0;0;0;;0;;0;;0;;50;;;;;;;;;;;;0;2;100;;100;;;;0;;0;
GuusGeluk;9;22.22;11.11;50;0;;;100;;;;;;;;;;50;100;0;0;;;100;;0;100;;;12.56;2.26;;0;;;;;;;;;;;;;25;;;100;;;;;;;;;;;;;0;0;;;;;;;;;;
hammer0707;9;22.22;22.22;100;0;100;;100;;;100;;100;;;100;;0;;;;;;100;100;50;100;;100;64.8;34.99;;0;;;;;;;;;;;;;20;;;0;100;;;100;;;;;;;;;0;1;100;;100;;;;;;;
ABCstyles;9;22.22;11.11;50;0;0;;100;;;;;0;100;;;;0;75;0;0;0;;33.33;;0;33.33;;;-21.17;-3.81;;0;;;;0;;;0;;;;;;25;;;0;;;;;;;;;;;;;0;0;0;;;;;;;;;
Harleyy30040;9;28.57;14.29;50;0;100;;100;;;;;100;;;;;0;50;0;0;0;;100;;0;100;;;20.56;148;;0;;;;0;;;;;;;;;20;;;0;;;;;;;;;;;;;0;0;0;;;;;;;;;
Tomi1981;9;75;37.5;50;0;100;1;33.33;;50;;0.5;33.33;0;0;0;50;100;33.33;0;0;0;0.6;27.27;50;33.33;33.33;0;;-72.06;-12.97;;25;0;;;0;0;;;;;;;;75;;;33.33;0;50;;;50;;;;;;;;0;3;75;;;;;;;;;
l8_l8_nite;9;44.44;11.11;25;0;100;1;40;100;50;100;;66.67;;;;;;0;0;;0;2;50;;0;50;;;34.44;6.2;;0;;;;;0;;0;;0;;0;;0;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;
--Alzq--;9;37.5;37.5;100;0;50;;100;;;;;100;;;;;33.33;100;0;;0;;100;;0;100;;;18.22;3.28;;0;;;;0;;;;;;;;;50;;;33.33;;;;;;;;;;;;;0;0;0;;;;;;;;;
Zubasa07;9;55.56;55.56;100;0;66.67;0.4;28.57;0;0;;0.33;20;20;0.33;25;0;50;;;;;0.36;25;0;60;20;0;;-136.08;-48.99;40;0;0;;40;;;;;;0;0;;;60;0;0;0;100;100;;;0;;;;;;;0;0;4;80;;;;;;0;;0;
mightydwarf8;8;50;37.5;75;0;50;1;50;0;0;0;2;66.67;0;0;0;0;75;50;0;;0;1;50;50;66.67;66.67;100;;-10.5;-0.84;;0;;;;0;0;;100;;0;;0;;60;;100;33.33;0;100;;;0;;;;;;;;5.01;2;66.67;;;;;;0;;100;0
magonegro;8;37.5;25;66.67;33.33;0;0;0;0;0;;;50;100;1;50;;0;;;;;0.67;33.33;0;66.67;0;0;0;-84.37;-27;0;0;;0;0;;0;;0;;0;;0;;50;;;100;50;;100;;;0;;;0;;;;0;2;66.67;;0;;;;;;;
Big LouMcgee;8;25;0;0;0;;;100;;;;;0;100;;;;0;66.67;0;0;0;;50;;0;50;;;-2.12;-4.93;;0;;;;0;;;0;;;;;;0;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;
dok buri50+;8;12.5;0;0;0;;0;0;;0;;;;;;100;;;0;0;;0;1;50;100;50;100;;;6.25;1;0;0;;;0;;0;;;;;;;;0;;;;50;;;;;;;;;;;;0;2;100;;;;;;;;;
KasiaKrush;8;25;25;100;0;0;;0;;100;;;;;;;;0;;;;;;0;;0;0;;;-20.31;-3.25;;0;;;;;0;;;;;;;;50;;;;;;;;;;;;;;;;0;0;;;;;;;;;;
johnnytunder;8;37.5;12.5;33.33;0;;3;60;0;0;;0;0;0;;;;0;;;;;1.5;50;50;66.67;33.33;;;-62.5;-10;100;0;;;0;;0;;;;100;100;;;20;;;;;;;;;;;;;;;;0;2;100;;;;;;;;;
007buszek;8;25;12.5;50;0;100;1;33.33;0;0;;;0;100;;100;;0;;;;;2;40;;0;33.33;;;-31.72;-10.15;0;0;0;;0;;0;;0;;0;;0;;25;;0;;100;;;;;;;;;;;;0;1;50;;;;;;100;;0;
flycassanova;8;50;25;50;0;50;;66.67;100;100;0;;;;1;50;0;50;66.67;0;0;0;3;60;0;50;25;0;0;-58.31;-9.33;;25;;;;;0;;;;0;;0;;50;;;0;100;100;;;0;;;;;;;;0;2;100;;0;;;;;;;
illburyya;8;25;12.5;50;0;;;100;0;0;;1;50;;;0;100;;;;;;2;50;;0;0;;;-65.62;-21;;0;;;;;100;0;;;100;;100;;25;;;;0;0;;;100;;;;;;;;0;1;100;;;;;;;;;
Albertomiroz;8;75;12.5;16.67;0;;0.5;33.33;0;0;;1;16.67;80;0;0;0;;;;;;0.5;23.08;0;28.57;14.29;0;;-125;-20;66.67;50;;;0;;0;;0;;0;;0;;33.33;0;0;;;100;;;0;;;;;;;0;0;2;28.57;;;;;;50;;0;
savinio21;8;37.5;12.5;33.33;33.33;;1;50;0;0;;;100;0;;100;;0;100;0;0;;3;75;66.67;100;66.67;;100;147.62;23.62;100;0;;;;;0;;100;;100;;100;;0;;100;;66.67;;;;;;;;;;;;0;3;100;;100;;;;0;;100;100
n0-MoD;8;25;25;100;0;100;;100;;;;;;;;;;0;100;0;;0;;100;;0;100;;;12.44;1.99;0;0;;;0;0;;;;;;;;;33.33;;;;;;;;;;;;;;;;0;0;;;;;;;;;;
sandman201;7;14.29;14.29;100;0;0;0;0;;0;;0;0;0;0;0;0;0;100;0;;0;0;0;0;100;0;0;;-57.14;-80;;0;;;;;0;0;0;;;;;0;16.67;;;0;0;100;;;0;;;;;;;;0;1;100;;;;;;;;;
Elia001;7;14.29;14.29;100;33.33;;;0;100;100;;;;;;;;0;50;50;100;0;;0;;0;0;;;-37.5;-52.5;;0;;;;0;0;;;;0;0;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;;
zilbeee;7;57.14;42.86;75;0;100;2;66.67;0;0;100;;100;;2;66.67;0;66.67;0;0;;0;3;75;100;66.67;100;100;100;168.84;236.38;;0;;;;0;;;;;0;0;;;50;;;33.33;100;100;;100;0;;;;;;;;8.85;3;100;;100;;;;;;;
VCTMAC20;7;85.71;28.57;33.33;0;;0.5;20;50;33.33;;1;33.33;50;0;0;0;25;0;0;;0;0.5;22.22;0;40;0;0;;-139.29;-19.5;100;50;;;0;0;0;;0;0;50;;50;;20;;;100;0;100;;;0;;;;;;;;0;2;66.67;;;;;;;;;
BranzanM;7;85.71;57.14;66.67;33.33;100;1;42.86;50;50;100;0.67;40;0;0.5;33.33;0;66.67;0;33.33;0;50;0.75;40;33.33;50;50;0;;10.14;1.42;100;0;;;0;;0;50;0;;0;0;0;;75;0;0;0;0;66.67;;;0;;;;;;;0;0;3;75;100;;;;;0;;0;
letsgoraps45;7;57.14;14.29;25;0;100;1.5;60;0;0;100;2;66.67;0;0.5;33.33;0;50;;;;;1.2;54.55;25;100;25;50;0;-110.25;-30.87;100;20;;;0;;100;0;;;100;100;100;;25;0;100;0;33.33;100;;100;0;;;;;;;0;3.52;4;100;;0;;;;0;;100;0
dezember;7;28.57;14.29;50;0;;0;0;0;0;;0;0;0;;0;100;50;50;0;0;0;0;0;;0;0;;;-28.57;-40;;0;;;;;0;0;0;;0;;0;;20;0;0;100;0;0;;;100;;;;;;;0;0;1;100;;;;;;0;;0;
sexyfelxy;7;14.29;14.29;100;0;100;;100;;;100;;100;;;;;0;100;0;0;;;100;;0;100;;;35.43;4.96;;0;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;
LifeisagameX;7;42.86;14.29;33.33;0;;0;0;33.33;33.33;;0;0;0;1;33.33;100;50;50;0;0;0;0.25;14.29;0;33.33;0;0;0;-122.62;-235;100;0;;0;;0;;;;;0;0;0;;50;;0;0;100;0;100;;100;0;;;0;;;;0;2;100;;0;;;;0;;0;
perezalexx;7;71.43;42.86;60;25;100;1;40;33.33;33.33;100;1;40;33.33;0;0;0;100;100;0;0;0;0.8;36.36;100;40;60;100;;146.14;20.46;100;33.33;;;0;;0;;;;33.33;50;0;;66.67;;50;0;0;100;;;0;;;;;;;;8.88;2;50;;;0;;0;0;0;50;
luzto;7;28.57;14.29;50;33.33;;1;50;0;0;;0;0;0;;;;0;0;100;;100;0.5;33.33;0;50;50;;;-14.79;-2.07;;0;;;;100;100;;;;0;0;;;0;;0;;;;;;;;;;;;;;0;1;100;;;;;;0;;0;
dablock997;7;42.86;14.29;33.33;0;;0;0;0;50;;;;;;0;100;;100;0;;0;0;0;;0;0;;;-42.86;-1.2;0;33.33;;;0;;0;;;;0;;0;;;;;;;0;;;100;;;;;;;;0;1;100;;;;;;;;;
D. Taylor01;7;50;33.33;66.67;33.33;100;;100;0;0;100;2;50;100;;100;;33.33;33.33;33.33;50;0;5;71.43;100;66.67;66.67;;100;115.57;64.72;100;0;;;0;;;;0;;100;100;;;33.33;;;0;50;;;;;;;;;;;;0;2;66.67;;100;0;0;;;;;
oj_pimpson;7;66.67;66.67;100;0;100;4;80;;;50;;100;0;;100;0;100;;;;;8;88.89;100;25;100;;;151.33;286.8;;0;0;;;;;100;;;;;;;80;;;0;50;0;;0;0;;;;;;;;0;2;66.67;100;;;;;;;;
sasha850;7;42.86;0;0;0;;2;66.67;;0;;0;0;0;;0;100;;100;0;0;;1;40;100;33.33;66.67;;;12.14;0.34;;40;;;;;;;;0;;;;;0;;;;;0;;;100;;;;;;;;0;2;100;;;;;;;;;
BodogAri;7;0;0;;0;;;;;;;;;;;;;0;100;0;0;0;;;;;;;;-10.71;-15;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;;
o Joxer o;6;50;33.33;66.67;0;50;;50;100;100;;0;0;0;;;;;100;0;;0;1;33.33;0;33.33;33.33;;;-31.25;-0.75;0;0;;;0;;;;;;0;;0;;100;;;;0;;;;;;;;;;;;0;1;100;;;;;;;;;
NTW1953;6;33.33;33.33;100;0;100;;100;;;100;;100;;;100;;100;100;0;0;;;100;;0;100;;;60.17;7.22;0;0;;;33.33;;;;;;;;;;100;;;0;100;;;100;;;;;;;;;0;1;100;;;;;;;;;
youre_wrong;6;16.67;16.67;100;0;0;;;;;;;0;;;;;0;100;0;;0;;0;;0;0;;;-29.17;-3.5;;0;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;
Rødney;6;16.67;0;0;0;;0;0;0;0;;;0;100;;;;;100;0;;0;0;0;;0;0;;;-50;-3;100;0;;;;;0;;0;;0;0;;;0;;0;;;;;;;;;;;;;;0;0;0;;;;;;100;;0;
Sjillbraien;6;50;50;100;;50;;100;;;;;0;100;;;;100;;;;;;50;;0;50;;;7.17;0.86;;0;;;;;;;;;;;;;50;;;0;;;;;;;;;;;;;0;0;0;;;;;;;;;
NicaTimes;6;16.67;0;0;0;;0;0;0;0;;0;0;0;;;;;;;;;0;0;0;100;0;;;-50;-6;;0;;;;;0;;0;;0;;0;;0;;0;;0;;;;;;;;;;;;0;1;100;;;;;;0;;0;
NeilDars;6;66.67;33.33;50;50;;0;0;50;50;;1;50;0;0.5;33.33;0;100;;;;;0.4;25;0;66.67;0;0;0;-179.17;-103;100;0;;0;0;;0;;;;0;0;;;50;0;0;100;100;100;;;0;0;;;;;;0;0;2;100;;0;;;;0;;0;
Obereg63;6;66.67;0;0;0;;0.5;25;50;33.33;;;33.33;100;;;;0;0;0;0;;1;28.57;100;25;25;;;-16.67;-0.4;;50;;;;;0;;0;;0;;0;;0;;0;;0;;;;;;;;;;;;0;1;33.33;;;;;;100;;0;
Nando030789;6;0;0;;0;;;;;;;;;;;;;0;;;;;;;;;;;;-8.33;-1;0;0;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;;
Odysseia;6;33.33;16.67;50;25;100;;100;;;;;100;;;;;;0;0;;0;;100;;0;100;;;42.17;5.06;0;0;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;
DanielT999;6;100;100;100;;50;;50;;;;;100;;;;;;;;;;;66.67;;0;50;;;5.25;0.63;;0;0;;;;;;;;;;;;100;;;33.33;;;;;;;;;;;;;0;0;0;;;;;;;;;
VUKKAKE;6;0;0;;0;;;;;;;;;;;;;0;100;0;;0;;;;;;;;-6.25;-0.15;;0;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;;
DBowaa;6;16.67;0;0;0;;;100;0;0;;;100;;;100;;0;;;;;;100;;0;100;;;143.33;8.6;100;0;;;0;;;;;;100;100;;;0;;;;100;;;;;;;;;;;;0;1;100;;;;;;;;;
BKLaw;6;66.67;50;75;33.33;50;0.5;33.33;0;0;100;0.5;25;33.33;0;0;0;50;33.33;33.33;50;0;0.33;22.22;0;50;25;0;;-123.08;-14.77;50;0;;;50;;0;0;0;;0;0;0;;50;0;0;0;0;100;;;0;;;;;;;0;0;2;50;;;;;;50;;0;
mendozoQ;6;50;50;100;100;100;3;75;;;50;1;50;0;;66.67;100;50;;;;;3;66.67;100;33.33;66.67;;100;52.08;12.5;0;0;0;;0;;;;;;;;;;33.33;;;0;100;0;;100;100;;;;;;;;0;3;100;;100;;;;;;;
saci55221;6;66.67;16.67;25;25;0;0;0;0;33.33;;1.5;60;0;0;0;0;0;0;33.33;50;0;0.6;33.33;0;50;25;0;;-142.83;-34.28;;0;;;;0;0;;;;0;;0;;0;0;0;;;100;;;0;;;;;;;0;0;2;66.67;;;;;;0;;0;0
martsmart;6;0;0;;0;;;;;;;;;;;;;;100;0;0;;;;;;;;;-10.42;-1.25;0;0;;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;;
BEGEMOTIK3;6;50;16.67;33.33;0;;0;0;0;0;;0.5;33.33;0;;100;;100;100;0;0;;0.75;42.86;100;66.67;100;;100;201.33;24.16;50;33.33;;;0;;0;;50;0;0;0;0;;33.33;;50;0;66.67;;;;;;;;;;;;0;3;100;;100;;;;0;;50;100
YrnebaY;6;50;0;0;0;;;0;100;100;;;;;;0;100;0;;;;;;0;0;33.33;0;;;-148.75;-17.85;100;50;;;;;0;;;0;0;;0;;0;;;;;0;;;100;;;;;;;;0;2;100;;;;;;;;;
