Player;Hands;VPIP;PFR;PFR/VPIP;3Bet PF;CBet F;Flop AF;Flop AFq;Fold to F CBet;Fold to F Bet;CBet T;Turn AF;Turn AFq;Fold T Bet;River AF;River AFq;Fold R Bet;Att To Steal (LP);Fold to Steal;3Bet Steal;3Bet Steal (SB);3Bet Steal (BB);Total AF;Total AFq;WSD;WTSD %;WWSF;Call R & WSD;Bet R & WSD;BB/100;My C Won;Call PF 3Bet;Limp;3Bet F XR;3Bet R;4Bet PF;3Bet BB v SB;XR Flop;XR River;XR Turn;Limp/Raise;Raise F CBet;Raise F CBet (3B);Raise F CBet (non-3B);Raise F Float;Raise First;Raise R CBet;Raise T CBet;Stole;Bet R;Call R Bet;Call R XR;CBet R;Fold R Bet;Fold to R 2Bet;Fold to R 3Bet;Fold to R 4Bet+;Fold to R XR;Fold to R Donk;CBet R & Fold;Raise R CBet;Call R Eff;Saw River;Saw River %;WSDWRR;Bet R & WSD;CBet T & Fold;CBet T & Fold (3B);CBet T & Fold (non-3B);Fold to T CBet;Fold to T XR;Raise T CBet;WSDWRT
fun2shoot;59;49.15;35.59;72.41;30.77;100;2.22;62.5;14.29;16.67;88.89;2;54.55;30;3.5;77.78;0;20;20;20;0;25;2.29;61.9;58.33;41.38;58.62;50;100;49.92;58.9;33.33;9.3;0;;33.33;50;33.33;0;0;;42.86;0;75;;48.15;0;33.33;0;42.86;66.67;;33.33;0;;;;;0;;0;3.84;16;66.67;;100;;;;0;;33.33;
toundra6969;58;50;14.81;29.63;13.79;50;0.78;36.84;37.5;33.33;100;0.78;36.84;25;0.4;25;14.29;10;30.77;15.38;0;18.18;0.7;34.78;22.22;39.13;39.13;20;;-22.83;-13.24;16.67;34.62;50;;20;25;20;0;0;0;25;0;33.33;0;11.11;0;25;0;16.67;71.43;;;14.29;;;;;;;0;1;12;66.67;;;;;;0;0;25;
Zooshark;58;52.63;26.32;50;10;71.43;0.57;34.78;0;6.67;100;1.37;50;20;1.14;47.06;28.57;69.23;33.33;16.67;0;50;0.93;43.55;75;46.15;65.38;57.14;60;44.73;155.67;75;18.18;;0;0;;20;0;0;0;25;28.57;20;;41.94;0;0;40;57.14;71.43;;0;28.57;0;;;;;;0;5.9;17;68;;60;;;;14.29;;0;
tnavi;58;27.59;20.69;75;15;100;1.33;47.06;16.67;37.5;100;1;50;0;5;62.5;50;37.5;50;12.5;20;0;1.5;51.43;57.14;46.67;46.67;0;100;26.14;30.32;28.57;0;;0;50;0;0;0;0;;0;0;0;;26.92;;33.33;66.67;50;50;;100;50;100;;;;;100;;0;10;90.91;;100;;;;0;;33.33;
IntellGarro;58;33.93;26.79;78.95;4.76;71.43;2;61.54;20;16.67;50;2.5;62.5;33.33;;80;100;38.1;68.75;6.25;14.29;0;2.83;65.38;80;33.33;73.33;;100;31.76;35.16;37.5;0;;;25;0;50;;100;;40;33.33;50;;38.71;;0;18.18;66.67;0;;100;100;;;;;;;;0;9;75;;100;;;;0;;0;100
eshuandme;57;38.6;21.05;54.55;13.33;100;1.43;47.62;40;44.44;100;0.88;46.67;0;2.25;64.29;0;40;66.67;25;25;25;1.37;52;50;58.33;50;0;33.33;4.15;9.46;57.14;9.52;;0;0;0;0;0;0;0;20;100;0;;38.1;33.33;0;0;61.54;66.67;;100;0;33.33;;;;;;33.33;0;18;94.74;;33.33;0;0;;0;;0;0
TheU10;57;37.5;30.36;80.95;30;77.78;1.71;54.55;22.22;25;50;0.8;36.36;28.57;1.25;38.46;50;40;57.14;28.57;50;0;1.31;45.65;42.86;31.82;40.91;50;0;-3.68;-12.57;100;3.03;0;;0;0;25;0;0;;33.33;50;0;0;37.04;0;0;0;44.44;37.5;;0;50;;0;;;0;;0;6.25;14;87.5;0;0;;;;33.33;;0;
fred_high;56;37.04;25.93;70;9.52;88.89;4.5;69.23;50;50;66.67;1;50;0;0.67;22.22;50;50;58.33;8.33;12.5;0;1.6;50;57.14;43.75;43.75;66.67;100;-3.72;-4.17;0;3.7;;0;14.29;0;0;0;33.33;;0;;0;;44.44;;50;40;33.33;50;;100;50;100;;;;100;;;2.5;11;91.67;;100;0;0;;0;;50;
ashes99;55;22.64;9.8;41.67;8.7;100;0.67;33.33;20;25;0;2;28.57;66.67;2;40;66.67;15.38;77.78;0;0;0;1;33.33;100;23.08;38.46;100;100;5.42;22.97;50;12.5;;;0;;33.33;;0;0;40;33.33;50;;13.64;;0;0;100;33.33;;;66.67;;;;;;;;6.48;5;50;;100;;;;100;;0;100
TWolf55;54;35.19;24.07;68.42;12;85.71;1.14;53.33;0;0;60;1.6;53.33;28.57;0.4;22.22;28.57;46.15;50;8.33;25;0;1.06;46.15;62.5;47.06;58.82;80;0;20.74;22.4;37.5;4.17;;;0;0;40;0;0;;28.57;0;50;;41.67;0;66.67;33.33;33.33;71.43;;;28.57;;;;;0;;0;4.39;11;68.75;;0;0;;0;0;0;66.67;50
congo6900;54;42.59;5.56;13.04;10;100;0.62;29.63;35.71;29.41;100;2;54.55;33.33;4.5;60;75;0;28.57;28.57;33.33;25;1.28;43.4;50;25;37.5;50;33.33;-0.37;-1.2;44.44;33.33;;0;11.11;;0;0;50;20;0;0;0;;0;0;20;;69.23;25;;100;75;50;;;;;100;0;6.95;15;88.24;;33.33;;;;20;;20;
CrotchSnifer;54;31.48;22.22;70.59;8.7;100;1.8;52.94;28.57;28.57;100;2;54.55;40;1;50;0;50;71.43;0;0;0;1.64;52.94;40;35.71;42.86;0;100;0.81;1.75;60;3.33;100;;0;0;0;0;50;0;28.57;25;33.33;;34.48;;66.67;40;75;100;;;0;;;;;;;;0;6;60;;100;0;0;;33.33;0;66.67;100
Louisanumber1;53;46.15;13.46;29.17;10;100;0.62;30.77;9.09;13.33;100;0.78;43.75;0;1.67;38.46;62.5;37.5;42.86;14.29;33.33;0;0.8;36.36;44.44;36;40;0;50;-18;-38.91;50;25.93;;0;0;0;0;0;0;0;0;0;0;;20;100;0;0;33.33;25;100;;62.5;0;;;0;100;;100;0;17;85;;50;;;;0;0;0;
bubsski;53;31.37;21.57;68.75;16.67;75;4;57.14;50;50;80;;66.67;100;;100;;23.08;33.33;33.33;66.67;0;8.5;65.38;87.5;50;50;;66.67;11.81;25.04;42.86;0;0;;14.29;;20;;0;;25;0;33.33;;30.77;;0;33.33;42.86;;;75;;;;;;;;;0;8;72.73;;66.67;0;;0;100;0;0;100
martygraw111;52;36.54;11.54;31.58;0;100;2.5;47.62;63.64;63.64;100;3;75;0;3;42.86;75;57.14;37.5;0;0;0;2.71;52.78;75;21.05;42.11;100;100;11.04;21.46;60;11.54;0;;0;0;0;0;0;;18.18;66.67;0;;22.22;;;0;60;25;;0;75;;;;;100;;;8.73;8;100;;100;;;;;;;
stephanie144;52;58.82;38;63.33;11.76;88.89;2.14;60;50;37.5;60;0.86;40;25;0.83;45.45;0;58.33;44.44;11.11;14.29;0;1.3;50.98;18.75;59.26;33.33;0;50;-43.82;-91.14;60;10;;;20;;25;0;0;0;33.33;66.67;0;;58.33;;;11.11;30.77;85.71;;50;0;;;;;0;;;0;18;85.71;100;50;;;;;;;
myIT4;51;35.29;23.53;66.67;16.67;85.71;2.5;66.67;16.67;14.29;100;9;81.82;50;5;71.43;100;45.45;50;10;0;16.67;4;72.73;71.43;43.75;68.75;0;75;29.74;60.67;20;0;;0;20;33.33;50;;;;33.33;100;20;;33.33;;0;20;62.5;0;;75;100;0;;;;;;;0;9;69.23;;75;;;;50;;0;
BigstackM;51;42;18.37;42.86;11.11;100;6;60;66.67;66.67;100;7;70;100;;71.43;100;27.27;25;0;0;0;8;64.86;100;20;50;;100;20;20.4;22.22;22.22;0;0;22.22;0;16.67;0;0;0;16.67;0;20;;25;;;0;62.5;0;;33.33;100;100;;;;;;;0;8;72.73;;100;0;0;;;;;
Hadart;51;27.45;19.61;71.43;11.76;100;0.86;37.5;25;22.22;100;0.5;25;37.5;3;37.5;60;45.45;50;33.33;25;50;0.86;33.33;75;26.67;26.67;100;100;-18.88;-57.78;61.54;0;0;0;0;100;20;50;0;;25;33.33;0;;32;50;0;0;40;20;;;60;100;;;;100;;50;11.15;8;72.73;100;100;0;;0;33.33;0;0;
Sozee;51;38;16.33;42.11;6.25;100;2.4;54.55;25;50;100;2.33;53.85;75;0.67;40;0;30.77;42.86;0;0;0;1.91;52.5;42.86;38.89;33.33;0;0;-19.61;-20;0;13.33;0;0;0;0;20;;0;0;50;;50;;31.82;0;0;25;66.67;100;;;0;0;;;;;;0;0;7;63.64;;0;0;;0;0;0;0;0
123magaly123;50;47.92;22.92;47.83;13.33;83.33;1.25;47.62;28.57;30;0;1.2;42.86;37.5;0.67;22.22;50;55.56;66.67;33.33;0;100;1.12;40.91;66.67;28.57;42.86;33.33;;0.42;0.42;50;17.65;100;;25;;0;0;0;0;14.29;0;20;;25.93;0;0;28.57;16.67;37.5;;;50;;;;;0;;0;3.2;11;68.75;100;;;;;66.67;;0;
Info3Ametist;50;40;31.11;77.78;27.78;100;3;60;20;42.86;50;2;57.14;25;2;57.14;50;60;57.14;42.86;25;66.67;2.43;58.62;50;40;46.67;0;50;-15.08;-15.08;50;8.33;;0;0;100;16.67;0;33.33;;40;50;0;;42.11;0;33.33;42.86;80;50;;100;50;0;;;;;;0;0;7;77.78;;50;;;;33.33;;33.33;0
bigwihlie;50;54.17;8.33;15.38;5.26;66.67;0.73;39.29;12.5;14.29;100;0.31;22.73;7.14;0.25;11.76;42.86;0;25;0;0;0;0.46;26.87;37.5;57.14;28.57;50;50;-40.96;-40.96;100;46.43;0;;0;0;25;0;0;0;25;20;33.33;0;12;0;0;;15.38;57.14;;100;42.86;;;;;;;0;4.57;23;95.83;;50;;;;0;;0;100
crafty5569;50;56;4;7.14;4.17;100;0.5;24;33.33;35.29;0;1.8;52.94;50;2.5;38.46;75;16.67;40;0;0;0;1.05;36.36;83.33;41.38;37.93;50;100;9.56;9.56;71.43;48;;;0;0;0;0;0;0;0;0;0;;3.85;0;0;0;30.77;12.5;;;75;;0;;;;;0;0;18;85.71;100;100;;;;0;0;0;50
0214for-life;50;28;10;35.71;0;66.67;1;50;0;0;50;1.5;37.5;60;3;60;50;12.5;75;0;0;0;1.37;47.83;60;38.46;53.85;100;50;-8.7;-8.7;20;18.52;;;0;0;0;;0;;0;;0;;19.05;0;0;100;60;50;;100;50;;;;;;;0;6.72;7;58.33;;50;;;;0;;0;
PAUCHA;48;41.67;19.15;45;11.11;66.67;0.43;26.09;27.27;21.43;100;0.67;33.33;25;0.75;30;20;28.57;66.67;33.33;0;100;0.54;28.89;12.5;42.11;21.05;0;50;-62.72;-120.42;70;12;;0;14.29;;15.38;0;0;0;9.09;12.5;0;;31.82;0;0;50;25;80;;;20;100;;;;;;0;0;12;80;;50;;;;0;;0;
BulletProof9;48;29.79;21.28;71.43;5.88;100;0.83;38.46;25;25;0;0.75;33.33;40;1;50;0;30.77;75;25;50;0;0.83;38.46;40;41.67;41.67;0;;-16.77;-12.1;53.85;4;0;;0;;0;0;0;0;12.5;14.29;0;;36;0;0;0;33.33;100;;;0;;;;;;;0;0;7;70;;;;;;33.33;;0;
anth169;46;63.64;4.55;7.14;7.14;100;1.67;55.56;33.33;22.22;100;5.5;64.71;80;2.25;56.25;75;0;50;0;0;0;2.33;58.33;23.08;43.33;33.33;0;16.67;-65.4;-60.17;100;73.33;0;33.33;0;;0;;0;0;0;;0;;3.45;;0;;61.54;25;;100;75;0;;0;;;0;;0;18;78.26;0;16.67;;;;100;;0;
Hansel;46;33.33;13.33;40;0;33.33;0.14;7.69;57.14;45.45;;;16.67;83.33;;66.67;100;50;66.67;0;0;0;0.57;18.18;50;14.29;14.29;;50;-8.7;-8;40;19.23;;;25;0;0;0;0;0;0;0;0;0;27.78;;0;50;66.67;0;;;100;;;;;;;;0;3;37.5;;50;;;;100;;0;100
astonvilla87;46;28.26;19.57;69.23;20;83.33;1.67;50;66.67;40;33.33;0.67;40;0;1.5;60;0;12.5;50;50;0;66.67;1.25;50;50;54.55;54.55;0;100;6.96;6.4;20;0;;;0;;0;0;0;;0;;0;;23.81;;;100;50;100;;100;0;;;;;;;;0;7;100;;100;;;;;;;
kalop78;46;37.78;8.89;23.53;8;100;2;47.06;33.33;28.57;100;1.75;58.33;20;2;57.14;33.33;12.5;33.33;16.67;0;20;1.9;52.78;83.33;35.29;52.94;50;100;48.85;44.94;66.67;21.74;;;0;50;16.67;0;0;0;33.33;100;20;;8.7;;33.33;0;66.67;66.67;;;33.33;;;;;0;;;5.55;8;72.73;;100;;;;0;0;33.33;
iloveyurmom;45;47.73;30.23;61.9;27.78;71.43;2.33;58.33;25;40;50;3.5;70;20;4;57.14;66.67;36.36;23.08;30.77;75;11.11;3;62.07;55.56;50;50;0;100;26.63;23.97;0;0;0;;25;33.33;25;0;0;;25;0;33.33;;36.36;;50;25;40;33.33;;50;66.67;;;;;;;;0;13;86.67;;100;;;;0;;50;50
MICHIGAN1870;45;33.33;25;73.33;22.22;100;3.75;75;20;20;100;13;86.67;0;7;77.78;100;22.22;44.44;11.11;33.33;0;5.83;79.55;40;33.33;60;0;50;3.29;59.52;40;0;;100;40;0;66.67;0;0;;40;50;33.33;;25;;;0;75;0;;80;100;0;;0;;;;;0;8;61.54;0;50;;;;;;;
JPeso41;45;31.11;11.11;35.71;15.38;66.67;1.25;33.33;42.86;54.55;100;3;60;50;2;50;0;14.29;55.56;22.22;16.67;33.33;1.67;41.67;80;35.71;35.71;0;100;3.56;3.2;20;7.14;;0;0;33.33;0;0;0;;42.86;33.33;50;;7.14;;;0;33.33;100;;100;0;100;;;;0;;;0;7;87.5;;100;;;;;;;
ajaxx85;45;46.67;26.67;57.14;11.11;75;0.75;42.86;0;0;66.67;2;58.82;25;5.5;68.75;42.86;38.46;60;0;0;0;1.58;55.56;63.64;55;55;0;50;11.64;20.95;37.5;12.5;50;100;12.5;0;20;0;0;33.33;10;0;14.29;;41.67;100;50;0;60;14.29;0;100;42.86;0;;0;0;0;0;100;0;16;88.89;60;50;;;;33.33;;50;75
crudear;45;34.09;11.36;33.33;0;100;0.67;30.77;25;25;;1;44.44;25;4;57.14;66.67;28.57;50;0;0;0;1.09;41.38;50;30.77;38.46;0;100;-5.39;-4.85;50;8;;;0;0;20;0;0;0;12.5;0;14.29;;22.22;0;0;50;66.67;33.33;;;66.67;;;;;;;0;0;8;80;;100;;;;33.33;;0;
NicoleMvG;45;51.11;37.78;73.91;30;100;4;66.67;42.86;44.44;80;4;63.16;50;4;80;0;83.33;16.67;33.33;50;0;4;67.92;55.56;39.13;47.83;0;100;38.62;34.76;66.67;0;100;;12.5;0;50;0;50;;42.86;0;75;;47.62;;0;0;63.64;66.67;;66.67;0;;;;;;;;0;13;72.22;100;100;;;;100;;0;
TryingForPro;45;45.45;31.82;70;22.22;83.33;1.5;54.55;0;11.11;75;1.6;47.06;44.44;1.75;58.33;25;70;33.33;50;33.33;66.67;1.59;52.94;54.55;55;40;0;80;7.47;-23.44;40;5.26;;50;0;;0;0;40;0;37.5;25;50;0;52.63;;33.33;20;66.67;75;50;100;25;0;;;0;;;;0;13;76.47;100;80;0;;0;66.67;0;33.33;100
victor 2394;44;31.82;15.91;50;4.76;100;0.86;37.5;40;42.86;;0.67;33.33;20;;50;100;20;28.57;14.29;33.33;0;1;38.46;100;7.69;53.85;;;11.25;9.9;50;0;0;;0;0;25;;50;;20;;20;;25;;100;0;66.67;0;;;100;;;;;;;;0;5;62.5;;;;;;0;;100;
kaipanoulias;44;27.27;11.36;41.67;0;100;2;54.55;0;16.67;100;4;50;66.67;2;66.67;0;40;100;0;;0;2.4;54.55;33.33;50;25;0;50;-25.68;-22.6;16.67;14.29;0;;0;;50;;0;0;66.67;0;100;;21.74;;0;50;40;100;;0;0;;;;;0;;;0;6;66.67;;50;;;;100;;0;
apoel2010;44;81.82;56.82;69.44;25;94.12;2.5;65.22;12.5;21.43;55.56;2;58.33;25;0.75;33.33;27.27;100;;;;;1.85;56.82;14.29;38.89;36.11;0;66.67;-73.09;-64.32;37.5;17.24;100;0;62.5;;30;0;50;50;37.5;100;16.67;;73.68;0;25;33.33;35.71;63.64;;100;27.27;0;100;;;0;0;0;0;20;76.92;;66.67;;;;25;;25;0
Chrissi66545;44;59.52;52.38;88;46.67;100;2.25;56.25;33.33;30;100;1;40;33.33;1.67;55.56;33.33;66.67;27.27;45.45;66.67;20;1.8;52.94;40;38.46;42.31;0;25;-41.55;-36.56;80;0;33.33;0;0;0;33.33;0;0;;22.22;28.57;0;;66.67;0;0;9.09;45.45;66.67;;50;33.33;0;;;;;;0;0;12;85.71;;25;;;;33.33;;0;
kusznak;43;29.27;21.95;75;12.5;100;2.5;55.56;50;66.67;100;;60;100;;100;;50;50;25;0;50;5;62.5;50;25;37.5;;50;9.03;15.54;0;4.55;0;;0;50;0;;;;0;;0;;38.89;;0;75;100;;;100;;;;;;;;;0;2;40;;50;;;;100;;0;
badpolska;43;26.83;17.07;63.64;11.11;100;1.33;50;25;25;66.67;0.67;40;0;0.2;16.67;0;66.67;50;33.33;0;50;0.64;36.84;37.5;88.89;33.33;40;100;-23.26;-40;33.33;9.09;;;0;;25;0;0;0;25;0;33.33;;23.81;0;0;40;20;100;;;0;;;;;;;0;2.04;8;100;;100;0;0;0;0;;0;
kipsweter;43;23.81;4.76;20;4.76;100;0.4;22.22;0;16.67;100;0.5;25;33.33;0.67;33.33;25;12.5;33.33;16.67;33.33;0;0.5;26.09;50;54.55;27.27;33.33;50;-14.84;-34.43;33.33;10.53;;;0;;0;0;0;0;0;0;0;;5.56;0;0;0;40;75;;100;25;;;;;;;0;3.23;7;77.78;;50;;;;25;;0;
Experte1;43;26.19;2.38;9.09;0;;1.5;54.55;20;20;;4;66.67;50;1.5;42.86;50;12.5;50;0;;0;1.86;54.17;66.67;46.15;53.85;50;100;26.09;22.44;33.33;23.81;;;0;0;;0;0;0;20;100;0;;5.26;0;0;0;50;50;;;50;;;;;;;0;3.48;9;81.82;;100;;;;0;;0;
Yaha222;43;52.38;9.52;18.18;0;33.33;0.22;13.33;40;33.33;;0;0;45.45;3;33.33;83.33;0;33.33;0;;0;0.31;14.29;25;19.05;19.05;0;100;-35.66;-61.34;0;39.13;0;;0;;0;0;0;0;0;;0;0;6.25;;0;100;50;16.67;;;83.33;;;;;;;;0;11;68.75;;100;;;;25;;0;
bosside;42;50;2.38;4.76;4;;0.11;5.56;46.15;43.75;;1;30;50;0.67;22.22;66.67;0;50;0;0;0;0.4;16.22;57.14;30.43;17.39;33.33;50;-44.63;-37.49;66.67;60;;0;0;0;0;;0;14.29;7.69;50;0;;0;0;0;;50;33.33;;;66.67;0;;;;0;;0;3.36;11;73.33;;50;;;;50;0;0;0
micsveDK;42;35.71;23.81;66.67;12.5;75;0.57;36.36;0;0;100;1.25;55.56;0;2;57.14;25;21.43;50;12.5;0;25;1;48.15;71.43;53.85;76.92;50;100;38.07;63.95;66.67;0;;;0;50;0;0;50;;0;0;0;;34.78;0;25;20;50;50;;;25;;;;;;;0;4.85;10;83.33;;100;;;;0;;25;
ilijadelija123;41;40;12.5;31.25;6.67;50;1.25;33.33;50;46.15;0;0;0;40;0.5;16.67;60;28.57;50;0;0;0;0.67;23.08;33.33;18.75;18.75;50;;-40.94;-33.57;33.33;8.7;;;0;;12.5;0;0;;12.5;100;0;;12.5;0;0;0;50;40;;;60;;;;;;;0;2.04;7;77.78;;;;;;50;;0;
Schnipp0;41;35;17.5;50;17.65;100;1;47.37;25;16.67;66.67;0.86;40;40;0.33;16.67;40;7.14;83.33;16.67;0;50;0.84;40;40;35.71;42.86;0;100;-31.27;-51.28;100;4.35;;;0;;0;0;0;0;25;0;33.33;;13.64;;0;33.33;16.67;60;;;40;;;;;;;;0;7;58.33;;100;;;;100;0;0;
KidTaxMan;41;40;17.5;43.75;5.88;75;0.75;33.33;20;33.33;50;1.33;40;60;2;50;50;25;0;0;0;0;1.12;39.13;75;28.57;50;0;100;22.89;18.77;50;4.76;;;0;0;0;0;0;;0;0;0;0;31.58;;0;25;50;50;;;50;;;;;;;;0;5;45.45;;100;0;;0;0;0;0;
Kine17;40;43.24;27.03;62.5;7.69;100;3;64.29;33.33;33.33;100;2.5;71.43;0;;100;;20;36.36;9.09;50;0;3.6;72;100;23.08;84.62;;100;45.35;18.14;25;0;100;;0;0;33.33;;0;;33.33;0;40;;36.36;;0;16.67;80;;;;;;;;;;;;0;5;55.56;;100;;;;0;;0;
jivotno123;40;38.46;17.95;46.67;7.69;100;0.8;28.57;50;55.56;;0.67;25;50;0.5;33.33;0;75;0;100;100;;0.67;28.57;50;40;26.67;25;100;-31.49;-25.19;50;9.09;0;;0;;0;;0;0;0;0;0;;41.67;0;0;0;50;75;;;0;;0;;;;;0;0;6;66.67;100;100;;;;50;;0;100
startlogist;40;64.1;20.51;32;0;50;0.33;10.53;54.55;60;0;0.75;37.5;20;0.2;16.67;0;29.41;33.33;0;0;0;0.4;18.18;33.33;39.13;21.74;40;100;-46.72;-37.38;75;29.17;;;33.33;0;0;0;;0;0;0;0;;29.17;0;0;28.57;20;100;;;0;;;;;;;0;3.01;9;75;;100;;;;0;;0;
Tommy_Ezt;40;36.84;26.32;71.43;8.33;71.43;3;66.67;0;25;33.33;2;50;50;1;25;66.67;45.45;60;20;0;100;2.25;52.94;25;30.77;46.15;0;;-6.86;-10.98;0;4.35;;;0;;0;0;0;;0;;0;;36.36;;;20;20;33.33;;;66.67;;;;;100;;;0;7;77.78;;;;;;;;;
AMA2347;39;76.92;20.51;26.67;19.05;83.33;1.1;36.67;37.5;42.86;100;2;50;42.86;3;60;50;33.33;25;0;0;0;1.56;44.64;62.5;27.59;37.93;0;75;4.31;3.36;75;55;;;0;0;0;0;0;0;12.5;0;16.67;;20;;100;0;66.67;50;;100;50;;;;;0;;;0;12;70.59;;75;0;0;;0;0;100;0
Claude Balls;39;46.15;5.13;11.11;4.35;100;0.63;27.78;36.36;33.33;;2.5;45.45;50;0.5;20;50;20;16.67;0;0;0;0.92;32.35;20;29.41;11.76;0;100;-68.13;-53.14;66.67;25;;;0;0;11.11;0;25;0;9.09;0;10;;5.88;;33.33;100;20;50;;;50;;;;;100;;;0;7;63.64;;100;;;;66.67;0;33.33;50
Gdetorio;39;47.37;31.58;66.67;15.38;100;1.83;57.89;0;25;50;1.67;41.67;50;1.5;60;0;66.67;33.33;0;0;0;1.73;52.78;50;31.58;52.63;50;100;15.33;11.96;57.14;9.09;0;;14.29;0;25;0;0;;40;50;33.33;;50;100;0;0;40;66.67;;;0;;;;;;;100;3.12;7;58.33;100;100;0;0;;0;;0;0
Zarc77777;38;54.05;43.24;80;33.33;83.33;3;66.67;33.33;33.33;100;2.2;61.11;22.22;3;66.67;20;50;0;50;;50;2.64;64.44;46.15;61.9;42.86;0;25;-10.52;-15.99;75;4.55;0;;0;100;0;33.33;0;;0;0;0;;63.16;0;0;0;40;40;;66.67;20;;;;;;;0;0;14;82.35;50;25;;;;50;;0;100
quincunx144;38;34.21;13.16;38.46;5.56;100;0.71;33.33;50;42.86;0;0.25;16.67;20;2.5;55.56;100;20;37.5;12.5;25;0;0.85;36.67;25;33.33;25;0;25;-39.34;-29.9;33.33;14.29;0;0;0;0;0;;0;0;0;0;0;;15;0;0;50;100;0;;;100;0;;;;;;0;0;7;87.5;;25;;;;0;;0;
Fantomet;38;64.86;25;37.5;9.09;100;0.89;38.1;44.44;40;80;0.86;40;12.5;1.2;54.55;0;66.67;14.29;14.29;0;33.33;0.95;42.55;41.67;54.55;40.91;40;66.67;-10.07;-33.55;100;25;0;;0;;0;25;12.5;0;0;;0;;46.67;0;0;25;41.67;83.33;;66.67;0;;;;;;;0;1.6;14;87.5;0;66.67;0;;0;0;0;0;100
IamTheNew;38;48.65;32.43;66.67;7.69;100;2;63.16;25;16.67;100;2;62.5;16.67;3.5;70;25;55.56;50;25;0;100;2.23;64.44;66.67;52.94;64.71;100;75;42.1;95.98;16.67;0;0;;20;100;0;50;0;;50;0;66.67;;52.94;;50;20;60;50;;100;25;;;;;;;;6.63;12;85.71;100;75;0;;0;0;0;50;50
marinariver;38;32.43;10.81;33.33;0;100;1.25;38.46;33.33;66.67;100;1.33;44.44;50;1;50;0;16.67;0;0;0;0;1.22;42.31;50;33.33;33.33;100;100;-3.89;-2.96;12.5;15;0;100;0;;0;;0;;0;0;0;;25;;0;0;33.33;100;;0;0;0;;0;;;;;8.4;4;57.14;100;100;0;;0;50;0;0;0
islandlife99;38;37.84;18.92;50;0;100;1.75;46.67;60;57.14;50;2;57.14;50;0.33;25;0;80;100;0;0;;1.33;46.15;42.86;58.33;25;0;100;14.66;11.14;33.33;5;100;;0;;0;0;0;0;0;;0;;33.33;;0;50;20;100;;0;0;;;;;;;;0;7;87.5;;100;;;;0;0;0;100
JSLDUK;38;37.84;8.11;21.43;0;;0.43;21.43;20;33.33;;0.25;14.29;33.33;1;50;0;0;60;0;0;0;0.46;24;83.33;40;53.33;50;100;4.42;3.36;100;29.41;;;0;0;0;;50;0;0;0;0;;18.75;0;25;;40;100;;;0;;;;;;;0;1.65;7;77.78;;100;;;;50;;25;100
inyapp;38;28.95;26.32;90.91;15.79;83.33;2;54.55;50;50;;0;0;33.33;2;66.67;;50;66.67;33.33;0;50;1.33;47.06;33.33;30;50;0;0;-26.78;-40.71;50;0;;0;0;;;;0;;0;0;;;42.86;;0;0;66.67;;;;;0;;;;;;;0;3;75;;0;;;;100;;0;
BeBBsi;37;44.44;29.41;62.5;33.33;57.14;2;66.67;0;0;50;1;33.33;50;1;33.33;50;30;33.33;33.33;0;50;1.44;48.15;20;31.25;43.75;0;;-32.47;-48.05;25;10;;;0;66.67;100;0;0;;25;0;50;;30;0;0;0;50;50;;0;50;;;;;;;0;0;9;69.23;;;;;;50;;0;
samba68;37;54.05;21.62;40;4.76;80;2.25;60;16.67;12.5;100;2.5;58.82;28.57;1.67;50;50;75;25;12.5;33.33;0;2.18;57.14;50;31.58;47.37;33.33;50;-3.68;-16.72;0;14.29;100;0;0;0;50;;0;0;50;100;40;;53.85;0;33.33;16.67;100;50;;100;50;0;;;;100;;0;4.56;9;56.25;;50;100;;100;33.33;100;33.33;0
cola26licht;37;85.71;64.71;73.33;50;57.14;1.42;50;50;38.46;100;1;37.5;31.25;2.67;61.54;28.57;85.71;0;50;50;;1.42;47.89;18.18;36.67;26.67;0;33.33;-88.61;-196.71;60;5.88;100;;40;;11.11;0;42.86;;20;20;20;;76.47;0;25;0;55.56;28.57;;66.67;28.57;;0;;;;;0;0;16;69.57;0;33.33;0;;0;50;0;25;25
Masterraiser;36;60;42.86;71.43;38.46;80;3;63.16;66.67;60;100;1.75;50;50;1;50;0;53.33;22.22;55.56;60;50;1.92;56.1;90;50;65;100;100;93.22;134.24;50;10;50;0;0;66.67;0;;0;;33.33;50;0;;52.63;;;10;57.14;100;;100;0;0;;;;;;;9.72;10;71.43;;100;0;0;;;0;;100
Femme7Fatale;36;66.67;36.11;54.17;11.76;100;1;34.78;50;50;100;1.17;50;14.29;3.5;58.33;60;42.86;25;12.5;25;0;1.37;44.9;70;43.48;39.13;0;75;2.37;3.42;75;11.11;0;0;25;0;0;0;33.33;0;8.33;0;16.67;;53.33;50;20;0;50;0;;33.33;60;0;0;;;;;50;0;14;93.33;50;75;;;;20;;20;50
jerryfci;35;45.71;34.29;75;23.08;80;2;60;16.67;16.67;100;2.33;70;0;2;50;50;75;33.33;0;0;0;2.14;62.5;0;54.55;27.27;0;0;-57.36;-92.31;50;0;;;0;0;25;0;0;;33.33;0;50;;47.37;0;33.33;42.86;28.57;50;;0;50;;;;;;;0;0;8;88.89;;0;0;;0;0;0;33.33;
